A_var,A_org_id,A_descricao,proposed_vcode,B_match_vcode,B_match_desc,C_match_vcode,C_match_desc,v050_present_pop,v050_present_hh,evidence_strength,notes
RTOREALF,11.72,Faixa renda real pessoal,V3563,V3563,Faixas de Rendimento Real Total,V3563,Faixas de Rendimento Real Total,Y,N,HIGH,3 sources agree — 15 faixas real personal income
RTOTALPV,11.73,Renda total,V3561,V3561,Rendimento Nominal Total,V3561,Rendimento Nominal Total,Y,N,HIGH,3 sources agree — numeric value total income
SCATUAL,11.74,Situacao conjugal atual,V3342,V3342,Situação Conjugal Atual da Pessoa,V3342,Situação Conjugal Atual da Pessoa,Y,N,HIGH,3 sources agree — 5 categories (Casada 1ªunião / outra união / nº ignorado / Sep+Div+Viúva / Solteira)
SCDURASC,11.75,Duracao sit. conjugal atual,V3341,V3341,Duração da Situação Conjugal Atual da Pessoa,V3341,Duração da Situação Conjugal Atual da Pessoa,Y,N,HIGH,3 sources agree — duration of current marital situation
SCID1UNI,11.76,Idade ao contrair 1ªuniao,V3311,V3311,Idade da Pessoa ao contrair a Primeira União,V3311,Idade da Pessoa ao contrair a Primeira União,Y,N,HIGH,3 sources agree — age at first union
SCIDISCA,11.77,Idade inicio sit.conj.atual,V3312,V3312,Idade da Pessoa ao iniciar a Situação Conjugal Atual,V3312,Idade da Pessoa ao iniciar a Situação Conjugal Atual,Y,N,HIGH,3 sources agree — age at start of current marital situation
SCNAOUNI,11.78,Nao vive com conjuge,V0333,V0333,Estado Conjugal (Situação Conjugal),V0333,Estado Conjugal (Situação Conjugal),Y,N,HIGH,3 sources agree — 5=Separado não jud 6=Desq/sep jud 7=Divorciado 8=Viúvo 9=Ignorado match exactly
SCNATUNI,11.79,Natureza da uniao,V0332,V0332,Estado Conjugal (Natureza da União),V0332,Estado Conjugal (Natureza da União),Y,N,HIGH,3 sources agree — 1=Civ+religioso 2=Só civil 3=Só religioso 4=Consensual 9=Ignorado
SCVIVCON,11.80,Vive ou viveu com conjuge,V0330,V0330,Vive ou Viveu com Cônjuge,V0330,Vive ou Viveu com Cônjuge,Y,N,HIGH,3 sources agree — 1=Sim 2=Não
SEXO,11.81,Sexo,V0301,V0301,Sexo,V0301,Sexo,Y,N,HIGH,3 sources agree — 1=Masculino 2=Feminino
SITDESO,11.82,Situacao desocupado,V0358,V0358,Condição de Atividade,V0358,Condição de Atividade,Y,N,HIGH,3 sources agree — 10 categories (Sem ocupação / Procurando trab já-trabalhou / nunca / Aposentado / Pensionista / Vive Rendas / Detento / Estudante / Doente / Afaz dom)
TRUL12M,11.83,Trabalhou ultimos 12 meses,V0345,V0345,Trabalhou em todos ou em parte dos últimos 12 meses,V0345,Trabalhou em todos ou em parte dos últimos 12 meses,Y,N,HIGH,3 sources agree — 1=Habitualmente 2=Eventualmente 3=Não trabalhou
UVIVIDAD,11.84,Idade calculada do ult.filho nasc.vivo,V3443,V3443,Idade Calculada do(a) Último(a) Filho(a) Nascido(a) Vivo(a),V3443,Idade Calculada do(a) Último(a) Filho(a) Nascido(a) Vivo(a),Y,N,HIGH,3 sources agree — calculated age of last child born alive
UVIVIDTP,11.85,Tipo idade ult.filho nasc vivo,V3444,V3444,Tipo de Idade do(a) Último(a) Filho(a) Nascido(a) Vivo(a),V3444,Tipo de Idade do(a) Último(a) Filho(a) Nascido(a) Vivo(a),Y,N,HIGH,3 sources agree — 1=Presumida 2=Declarada 9=Ignorada 0=NSA
UVIVSEXO,11.86,Sexo ultimo filho nascido vivo,V0343,V0343,Sexo do Último Filho Nascido Vivo,V0343,Sexo do Último Filho Nascido Vivo,Y,N,HIGH,3 sources agree — 1=Homem 2=Mulher 7=Não tem 9=Ignorado
